name,asins,categories,primaryCategories,imageURLs,manufacturer,reviews.date,reviews.doRecommend,reviews.numHelpful,reviews.rating,reviews.sourceURLs,reviews.text,reviews.title,reviews.username,latitude,longitude,location,zipcode
AmazonBasics Backpack for Laptops up to 17-inches,"B00EEBS9O0,B01CHQHIJK","Portable Computer Accessories,Bags, Cases & Sleeves,Accessories,Computers & Accessories,Laptop Accessories,Electronics,Backpacks",Electronics,https://m.media-amazon.com/images/I/81vfzNUAXEL._AC_SL1500_.jpg,AmazonBasics,2013-11-27T06:00:00Z,Unavailable,Unavailable,4,http://www.amazon.com/product-reviews/B00EEBS9O0/,"This is a very basic, functional backpack that does the job that it when designed for. Unlike other, more expensive models, this one does not have the feel or look of something that you would show off to your friends. However, it holds my 16 laptop quite well and has enough pockets to contain all of my usual travel gear. The material seems to be fairly durable but it makes a crinkly sound when touched or moved. This would be a good choice for a teenager who is hard on his belongings.","A good, basic backpack that is a very good value",Timothy B. Riley,34.09668,-117.71978,"('Greenpoint', 'US', 'America/New_York')",42056
AmazonBasics 15.6-Inch Laptop and Tablet Bag,B00DUGZFWY,"Bags, Cases & Sleeves,Computers & Accessories,See more AmazonBasics 15.6 Inch Laptop And Tablet Bag -...,Electronics,Tablet Accessories,Accessories,Computers/Tablets & Networking,Messenger Bags,Bags,Laptop & Desktop Accessories,Laptop Cases & Bags,Laptop Accessories,Cases,computers,Backpacks",Electronics,https://m.media-amazon.com/images/I/91Q4MPJX2iL._AC_SL1500_.jpg,AmazonBasics,2016-10-28T00:00:00.000Z,Unavailable,Unavailable,3,https://www.ebay.com/urw/product-reviews/1542880841%25253F_itm%25253D252317004839,I have owned the product for about a month and it is as advertised. The case only opens about a third of the way. I have always had computer bags that opened fully. It it inconvenient to have to wrestle with the laptop trying to fit it through the small opening. I recommend spending few extra shekels and buy a case that fully opens.,inconvenient to Use.,johcoopersmit-0,38.70734,-77.02303,"('Greenpoint', 'US', 'America/New_York')",75952
Expanding Accordion File Folder Plastic Portable Document Organizer Letter Size,"B0002LCUZK,B010CEC6MI,B01B25NN64","Office,File Jackets & File Pockets,File Folders & Accessories,Files & Supplies,Office Solutions,Office Supplies,Office Product,Business & Industrial,Office & School Supplies,Expanding File Jackets Pockets,Smead,Office Products,File & Folder Accessories,Filing, Storage & Binding,Accessories,Expanding Files,See more File Pocket Expanding Folder Office Organizer ...,Filing Products,Expanding Wallets,Filing & Organizers,Expanding File Jackets & Pockets",Office Supplies,https://m.media-amazon.com/images/I/71bwupzQxPL._AC_SL1500_.jpg,AmazonBasics,2019-03-25T00:00:00.000Z,Unavailable,Unavailable,5,https://www.ebay.com/itm/Expanding-Accordion-File-Folder-Plastic-Portable-Document-Organizer-Letter-Size/302990281562,Exactly what I needed.,Folder,99kurama99,40.2737,-76.88442,"('Greenpoint', 'US', 'America/New_York')",32234
AmazonBasics Backpack for Laptops up to 17-inches,"B00EEBS9O0,B01CHQHIJK","Portable Computer Accessories,Bags, Cases & Sleeves,Accessories,Computers & Accessories,Laptop Accessories,Electronics,Backpacks",Electronics,https://m.media-amazon.com/images/I/81vfzNUAXEL._AC_SL1500_.jpg,AmazonBasics,2014-08-06T05:00:00Z,Unavailable,Unavailable,4,http://www.amazon.com/product-reviews/B00EEBS9O0/,"The backpack is great quality. The only reason I gave it 4/5 stars is because I wouldn't trust the laptop slot alone to protect my laptop. It's not padded enough. If I had a choice I'd rather the laptop slot be replaced with a waterproof cooler space as I purchased this for hiking. That is my only gripe, other than that the bag is great quality, comfortable and has plenty of space. Well worth the price.",Good quality but the laptop compartment is not padded enough.,Josh.O,45.53929,-122.38731,"('Greenpoint', 'US', 'America/New_York')",38555
Fire TV Stick Streaming Media Player Pair Kit,B00ZV9RDKK,"Electronics,TVs Entertainment,Featured Brands,Other TV, Video & Audio Accs,College Tvs & Home Theater,Streaming Media Players,Fire TV,TVs Entertainment xbqxrzdteyyb,Ways To Shop,Amazon SMP,Electronics Features,TVs & Home Theater,TV, Video & Home Audio,On To College,Media Streamers,TV & Home Theater,TV, Video & Audio Accessories,Digital Device 4,All Streaming Media Players,College Electronics,Video Devices & TV Tuners,Consumer Electronics,TV & Video,Streaming Devices,Back To College,Amazon Devices,Amazon,Holiday Shop",Electronics,https://m.media-amazon.com/images/I/51P6jWMGzYL._AC_SL1000_.jpg,Amazon,2018-09-23T00:00:00.000Z,Unavailable,1,5,https://www.newegg.com/Product/Product.aspx?Item=9SIA6V66MV2282,"Pros: Relatively easy to setup and works quite reliably. Cons: The mirror cast function didn't seem to work well displaying video while it was steaming to a Windows 10 laptop. Other Thoughts: This product was recommended to me by a coworker and I was skeptical at first, but the product has turned out to be what I now rely on for most of my entertainment access.",Great product,Anonymous,37.60876,-77.37331,"('Greenpoint', 'US', 'America/New_York')",24601
Expanding Accordion File Folder Plastic Portable Document Organizer Letter Size,"B0002LCUZK,B010CEC6MI,B01B25NN64","Office,File Jackets & File Pockets,File Folders & Accessories,Files & Supplies,Office Solutions,Office Supplies,Office Product,Business & Industrial,Office & School Supplies,Expanding File Jackets Pockets,Smead,Office Products,File & Folder Accessories,Filing, Storage & Binding,Accessories,Expanding Files,See more File Pocket Expanding Folder Office Organizer ...,Filing Products,Expanding Wallets,Filing & Organizers,Expanding File Jackets & Pockets",Office Supplies,https://m.media-amazon.com/images/I/71bwupzQxPL._AC_SL1500_.jpg,AmazonBasics,2017-03-02T00:00:00.000Z,Unavailable,Unavailable,5,http://www.ebay.com/itm/File-Pocket-Expanding-Folder-Office-Organizer-Document-Paper-Storage-Letter-Size/142477979959,This folder also expands on the bottom. Will allow A LOT more than when the bottom does not expand. Bought a second. I recommended this to my friends.,Bottom expands as well,happypersonohyeh,39.32288,-76.72803,"('Greenpoint', 'US', 'America/New_York')",25324
AmazonBasics Backpack for Laptops up to 17-inches,"B00EEBS9O0,B01CHQHIJK","Portable Computer Accessories,Bags, Cases & Sleeves,Accessories,Computers & Accessories,Laptop Accessories,Electronics,Backpacks",Electronics,https://m.media-amazon.com/images/I/81vfzNUAXEL._AC_SL1500_.jpg,AmazonBasics,2014-07-12T05:00:00Z,Unavailable,Unavailable,3,http://www.amazon.com/product-reviews/B00EEBS9O0/,Too small for 17 he envy very tight fit. Otherwise great product,beware of size,Andrew S,33.7207,-116.21677,"('Greenpoint', 'US', 'America/New_York')",24976
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black","B018SZT3BK,B01AHB9CN2","Fire Tablets,Computers/Tablets & Networking,Electronics Features,Tablets,All Tablets,Amazon Tablets,Computers & Tablets,Electronics,iPad & Tablets,Tablets & eBook Readers",Electronics,https://m.media-amazon.com/images/I/71GletxnoxS._AC_SL1500_.jpg,Amazon,2016-12-12T00:00:00.000Z,TRUE,0,5,"http://reviews.bestbuy.com/3545/5538501/reviews.htm?format=embedded&page=314,http://reviews.bestbuy.com/3545/5538501/reviews.htm?format=embedded&page=246,http://reviews.bestbuy.com/3545/5538501/reviews.htm?format=embedded&page=279,http://reviews.bestbuy.com/3545/5538501/reviews.htm?format=embedded&page=346,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=266",The tablet is not for me it is for a Christmas gift,a Good buy,Safetydude,43.61062,-72.97261,"('Greenpoint', 'US', 'America/New_York')",4822
AmazonBasics 15.6-Inch Laptop and Tablet Bag,B00DUGZFWY,"Bags, Cases & Sleeves,Computers & Accessories,See more AmazonBasics 15.6 Inch Laptop And Tablet Bag -...,Electronics,Tablet Accessories,Accessories,Computers/Tablets & Networking,Messenger Bags,Bags,Laptop & Desktop Accessories,Laptop Cases & Bags,Laptop Accessories,Cases,computers,Backpacks",Electronics,https://m.media-amazon.com/images/I/91Q4MPJX2iL._AC_SL1500_.jpg,AmazonBasics,2014-02-27T06:00:00Z,Unavailable,Unavailable,4,http://www.amazon.co.uk/gp/product-reviews/B00DUGZFWY%25253Fie%25253DUTF8%252526showViewpoints%25253D1,"I needed a reasonable laptop bag and got this.On arrival I put my dell Inspiron laptop inside and the charger went in the front pocket. Inside the laptop slips in the middle then your are able to put a ipad and maybe a diary either side. As there is a slide pocket each side of the laptop.It's actually well made surprisingly and the handles on top are nice and comfortable to use/hold.The strap that goes over the should is nice, maybe could of had more padding on the shoulder strap.The reason for 4 stars is that I think the case should have more padding to protect your electrical device.It's a very nice bag and I do recommend it and for the price it is great.",Laptop Bag,Mr. Luke B. Cunningham,33.95015,-118.03917,"('Greenpoint', 'US', 'America/New_York')",80818
"All-New Kindle Oasis E-reader - 7 High-Resolution Display (300 ppi), Waterproof, Built-In Audible, 8 GB, Wi-Fi - Includes Special Offers",B06XD5YCKX,"EBook Readers,Tablets,Electronics,Amazon Ereaders,Kindle E-readers,E-Readers,Featured Brands,E-Readers & Accessories,Amazon Book Reader,Computers & Tablets,Amazon Devices,Amazon,Tablets & E-Readers","Electronics,Media",https://m.media-amazon.com/images/I/61PxOMO+9aL._AC_SL1000_.jpg,Amazon,2018-03-04T00:00:00.000Z,TRUE,1,5,https://reviews.bestbuy.com/3545/5999007/reviews.htm%2525252525253Fformat%2525252525253Dembedded%25252525252526page%2525252525253D3,"Really comfortable to hold, 7-inch screen looks fantastic and offers some features that could be useful. If you use audible or like to read near water (poolside or in a bath) then this would be the e-reader to go with. If not, then I would just stick with the Voyage (if you're a hardcore reader) or a Paperwhite for casual readers.",Excellent e-reader,Coop25,42.58342,-71.8023,"('Greenpoint', 'US', 'America/New_York')",86570
AmazonBasics 15.6-Inch Laptop and Tablet Bag,B00DUGZFWY,"Bags, Cases & Sleeves,Computers & Accessories,See more AmazonBasics 15.6 Inch Laptop And Tablet Bag -...,Electronics,Tablet Accessories,Accessories,Computers/Tablets & Networking,Messenger Bags,Bags,Laptop & Desktop Accessories,Laptop Cases & Bags,Laptop Accessories,Cases,computers,Backpacks",Electronics,https://m.media-amazon.com/images/I/91Q4MPJX2iL._AC_SL1500_.jpg,AmazonBasics,2017-02-28T00:00:00.000Z,Unavailable,Unavailable,5,https://www.ebay.com/urw/product-reviews/1542880841%25253F_itm%25253D252317004839,love it so far. No problems.,protective and decent,delano1230_0,40.65538,-74.38987,"('Greenpoint', 'US', 'America/New_York')",34587
AmazonBasics Backpack for Laptops up to 17-inches,"B00EEBS9O0,B01CHQHIJK","Portable Computer Accessories,Bags, Cases & Sleeves,Accessories,Computers & Accessories,Laptop Accessories,Electronics,Backpacks",Electronics,https://m.media-amazon.com/images/I/81vfzNUAXEL._AC_SL1500_.jpg,AmazonBasics,2014-07-08T05:00:00Z,Unavailable,Unavailable,4,http://www.amazon.com/product-reviews/B00EEBS9O0/,"The bag fits a 17.3 laptop quite snuggly, but it fits nonetheless. There is a considerable amount of space in each of the available sections, along several accessory pockets for those smaller items. The 2 mesh side pockets are big enough for a standard plastic water bottle, but not big enough for a nalgene water bottle.Taking it on a couple destinations so if there are any issues I find with it, I will edit my comments accordingly. As it stands now, good solid bag for the price and it does fit larger laptops.","Fits a 17.3 laptop quite snuggly, but...",jham111,29.84576,-90.10674,"('Greenpoint', 'US', 'America/New_York')",62960
"All-New Kindle Oasis E-reader - 7 High-Resolution Display (300 ppi), Waterproof, Built-In Audible, 8 GB, Wi-Fi - Includes Special Offers",B06XD5YCKX,"EBook Readers,Tablets,Electronics,Amazon Ereaders,Kindle E-readers,E-Readers,Featured Brands,E-Readers & Accessories,Amazon Book Reader,Computers & Tablets,Amazon Devices,Amazon,Tablets & E-Readers","Electronics,Media",https://m.media-amazon.com/images/I/61PxOMO+9aL._AC_SL1000_.jpg,Amazon,2017-12-16T00:00:00.000Z,TRUE,2,5,https://reviews.bestbuy.com/3545/5999007/reviews.htm%2525252525253Fformat%2525252525253Dembedded%25252525252526page%2525252525253D5,"I adore this kindle. I have owned voyage and paperwhite previously. And all the three; paperwhite, voyage and oasis 2017 are fantastic devices but the only two reasons i upgraded are bigger screen and waterproof. Though the screen size is little bigger than the previous models it does make quite a difference. Also oasis comes with 8gb or 32gb of memory. But otherwise i love paperwhite and voyage as well.",Love it!,Janvib0311,42.55308,-87.93341,"('Greenpoint', 'US', 'America/New_York')",9556
AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO","AA,AAA,Health,Electronics,Health & Household,Camcorder Batteries,Camera & Photo,Batteries,Household Batteries,Robot Check,Accessories,Camera Batteries,Health and Beauty,Household Supplies,Batteries & Chargers,Health, Household & Baby Care,Health Personal Care",Health & Beauty,https://m.media-amazon.com/images/I/71nDX36Y9UL._AC_SL1026_.jpg,AmazonBasics,2016-09-05T00:00:00.000Z,Unavailable,Unavailable,5,https://www.amazon.com/product-reviews/B00QWO9P0O/,we have many things that need aa battery they are great,... have many things that need aa battery they are great,ByBrenda jefferson,43.1566,-77.6088,"('Greenpoint', 'US', 'America/New_York')",14623
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black","B018SZT3BK,B01AHB9CN2","Fire Tablets,Computers/Tablets & Networking,Electronics Features,Tablets,All Tablets,Amazon Tablets,Computers & Tablets,Electronics,iPad & Tablets,Tablets & eBook Readers",Electronics,https://m.media-amazon.com/images/I/71GletxnoxS._AC_SL1500_.jpg,Amazon,2016-12-23T00:00:00.000Z,TRUE,0,5,http://reviews.bestbuy.com/3545/5538501/reviews.htm?format=embedded&page=260,I was pretty impressed with this little device. It was easy to setup and works rather well. I had also bought a IPad Air 2 with 128GB during BF for $375. After playing around with the HD Fire I returned the Air 2 because it met my needs at a much lower price. I added a 64GB SD card and am downloading movies from Netflix. The HD display is very clear. Battery life could be a little better but overall I'm very satisfied with it. The free stuff you get with an Amazon Prime account is icing on the cake. I dig it!,A great buy,Noneya,38.70734,-77.02303,"('Greenpoint', 'US', 'America/New_York')",89462
AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO","AA,AAA,Health,Electronics,Health & Household,Camcorder Batteries,Camera & Photo,Batteries,Household Batteries,Robot Check,Accessories,Camera Batteries,Health and Beauty,Household Supplies,Batteries & Chargers,Health, Household & Baby Care,Health Personal Care",Health & Beauty,https://m.media-amazon.com/images/I/71nDX36Y9UL._AC_SL1026_.jpg,AmazonBasics,2017-03-08T00:00:00.000Z,Unavailable,Unavailable,3,https://www.amazon.com/product-reviews/B00QWO9P0O/,Bought these batteries for my Christmas gifts the month of (december) only lasted like 2months toys now need replacement batteries . I also used some for my doorbell and just now needs replacement batteries. Tv Remote control is still working but these batteries don't last very long...,... my Christmas gifts the month of (december) only lasted like 2months toys now need replacement batteries,ByAmazon Customer,43.1566,-77.6088,"('Greenpoint', 'US', 'America/New_York')",14623
AmazonBasics Backpack for Laptops up to 17-inches,"B00EEBS9O0,B01CHQHIJK","Portable Computer Accessories,Bags, Cases & Sleeves,Accessories,Computers & Accessories,Laptop Accessories,Electronics,Backpacks",Electronics,https://m.media-amazon.com/images/I/81vfzNUAXEL._AC_SL1500_.jpg,AmazonBasics,2014-01-09T06:00:00Z,Unavailable,Unavailable,5,http://www.amazon.com/product-reviews/B00EEBS9O0/,I purchase two of these backpacks for my wife and son's laptops. The case is well constructed and has many compartments. Its a great backpack for the price.,A perfect Laptop Backback,James Rainbolt,28.15112,-82.46148,"('Greenpoint', 'US', 'America/New_York')",17569
AmazonBasics 15.6-Inch Laptop and Tablet Bag,B00DUGZFWY,"Bags, Cases & Sleeves,Computers & Accessories,See more AmazonBasics 15.6 Inch Laptop And Tablet Bag -...,Electronics,Tablet Accessories,Accessories,Computers/Tablets & Networking,Messenger Bags,Bags,Laptop & Desktop Accessories,Laptop Cases & Bags,Laptop Accessories,Cases,computers,Backpacks",Electronics,https://m.media-amazon.com/images/I/91Q4MPJX2iL._AC_SL1500_.jpg,AmazonBasics,2014-07-13T05:00:00Z,Unavailable,Unavailable,4,http://www.amazon.co.uk/gp/product-reviews/B00DUGZFWY%25253Fie%25253DUTF8%252526showViewpoints%25253D1,For the price very good value and its lasting well,Four Stars,Peter P,42.93369,-72.27814,"('Greenpoint', 'US', 'America/New_York')",20102
"All-New Kindle Oasis E-reader - 7 High-Resolution Display (300 ppi), Waterproof, Built-In Audible, 8 GB, Wi-Fi - Includes Special Offers",B06XD5YCKX,"EBook Readers,Tablets,Electronics,Amazon Ereaders,Kindle E-readers,E-Readers,Featured Brands,E-Readers & Accessories,Amazon Book Reader,Computers & Tablets,Amazon Devices,Amazon,Tablets & E-Readers","Electronics,Media",https://m.media-amazon.com/images/I/61PxOMO+9aL._AC_SL1000_.jpg,Amazon,2018-01-22T00:00:00.000Z,TRUE,1,5,https://reviews.bestbuy.com/3545/5999007/reviews.htm%2525252525253Fformat%2525252525253Dembedded%25252525252526page%2525252525253D4,Bought this IPAD for my daughter and husband for Christmas. They love it and great for capturing the kids moments.,Great tablet,Tunes,34.09611,-118.10583,"('Greenpoint', 'US', 'America/New_York')",5565
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black","B018SZT3BK,B01AHB9CN2","Fire Tablets,Computers/Tablets & Networking,Electronics Features,Tablets,All Tablets,Amazon Tablets,Computers & Tablets,Electronics,iPad & Tablets,Tablets & eBook Readers",Electronics,https://m.media-amazon.com/images/I/71GletxnoxS._AC_SL1500_.jpg,Amazon,2016-12-30T00:00:00.000Z,FALSE,0,1,http://reviews.bestbuy.com/3545/5538501/reviews.htm?format=embedded&page=216,I am bring it back for an exchange. (a different make),"8"" fire 16gb tablet",loopy,40.65995,-111.99633,"('Greenpoint', 'US', 'America/New_York')",11019
Expanding Accordion File Folder Plastic Portable Document Organizer Letter Size,"B0002LCUZK,B010CEC6MI,B01B25NN64","Office,File Jackets & File Pockets,File Folders & Accessories,Files & Supplies,Office Solutions,Office Supplies,Office Product,Business & Industrial,Office & School Supplies,Expanding File Jackets Pockets,Smead,Office Products,File & Folder Accessories,Filing, Storage & Binding,Accessories,Expanding Files,See more File Pocket Expanding Folder Office Organizer ...,Filing Products,Expanding Wallets,Filing & Organizers,Expanding File Jackets & Pockets",Office Supplies,https://m.media-amazon.com/images/I/71bwupzQxPL._AC_SL1500_.jpg,AmazonBasics,2018-05-12T00:00:00.000Z,Unavailable,Unavailable,5,https://www.ebay.com/itm/Expanding-Accordion-File-Folder-Plastic-Portable-Document-Organizer-Letter-Size/302990281562?hash=item468ba0cb5a:g:538AAOSwckVb3LRp,Very sturdy and functional.,WELL-MADE,kiss_rocks,40.64621,-73.97069,"('Greenpoint', 'US', 'America/New_York')",92162
AmazonBasics 15.6-Inch Laptop and Tablet Bag,B00DUGZFWY,"Bags, Cases & Sleeves,Computers & Accessories,See more AmazonBasics 15.6 Inch Laptop And Tablet Bag -...,Electronics,Tablet Accessories,Accessories,Computers/Tablets & Networking,Messenger Bags,Bags,Laptop & Desktop Accessories,Laptop Cases & Bags,Laptop Accessories,Cases,computers,Backpacks",Electronics,https://m.media-amazon.com/images/I/91Q4MPJX2iL._AC_SL1500_.jpg,AmazonBasics,2014-04-02T05:00:00Z,Unavailable,Unavailable,4,http://www.amazon.co.uk/gp/product-reviews/B00DUGZFWY%25253Fie%25253DUTF8%252526showViewpoints%25253D1,"I liked this item for the price,quality and usability. Ideal for Laptops, tablets,paperwork and sandwiches.It comes with carry handle or Over the shoulder straps. Quality from Amazon",Professional.,Mr. N. H. Robinson spooky,41.80753,-87.65644,"('Greenpoint', 'US', 'America/New_York')",71358
AmazonBasics Bluetooth Keyboard for Android Devices - Black,B005OOKNP4,"Electronics Features,Computers & Accessories,Computer Accessories & Peripherals,Keyboards,Electronics,Amazon Device Accessories,Digital Device Accessory,Keyboards, Mice & Accessories,Tablet Accessories,14701001",Electronics,https://m.media-amazon.com/images/I/71n2pw4Ko6L._AC_SL1500_.jpg,AmazonBasics,2012-11-10T00:00:00Z,Unavailable,Unavailable,4,http://www.amazon.com/AmazonBasics-Bluetooth-Keyboard-Android-Devices/dp/B005OOKNP4,"I waited to get this keyboard until I did a little bit of research, and I think that made all the difference. In the time it took me to do the research, Amazon had pushed out an update that fixed the Bluetooth problem the keyboard had been having. A lot of the one-star reviews are from people who bought the keyboard when this problem hadn't been solved yet.The keyboard itself has all the keys you'd expect: alphanumeric keys, up, down, left and right keys, and a few extra, like keys for the volume and a Home key that actually takes you to the carousel screen. However, there are a few curious omissions:1) No Page Up or Page Down2) No Delete key. (There's a Backspace key, but that's not the same thing.)The keys are well-spaced and it's not a problem touch typing on the keyboard. It's certainly not as spacious as a full-sized keyboard, but it's about the size of a keyboard on a smallish laptop.The one thing they could add that might make this keyboard close to perfect is a way to carry it. It's a perfect portable size, but it's not something I would want to store in a backpack. I will probably keep the box it came in for travel purposes.",Very nice Bluetooth keyboard for the Kindle Fire HD,Brian Hartman,39.72943,-104.83192,"('Greenpoint', 'US', 'America/New_York')",90088
Expanding Accordion File Folder Plastic Portable Document Organizer Letter Size,"B0002LCUZK,B010CEC6MI,B01B25NN64","Office,File Jackets & File Pockets,File Folders & Accessories,Files & Supplies,Office Solutions,Office Supplies,Office Product,Business & Industrial,Office & School Supplies,Expanding File Jackets Pockets,Smead,Office Products,File & Folder Accessories,Filing, Storage & Binding,Accessories,Expanding Files,See more File Pocket Expanding Folder Office Organizer ...,Filing Products,Expanding Wallets,Filing & Organizers,Expanding File Jackets & Pockets",Office Supplies,https://m.media-amazon.com/images/I/71bwupzQxPL._AC_SL1500_.jpg,AmazonBasics,2018-06-12T00:00:00.000Z,Unavailable,Unavailable,5,https://www.ebay.com/urw/product-reviews/10014399520%253F_itm%253D183185312655,Exactly what I needed!!!!,Perfect!,lobo5981,42.4251,-71.06616,"('Greenpoint', 'US', 'America/New_York')",51788
AmazonBasics External Hard Drive Case,"B00F5CKWBA,B00KPQCWAU","Electronics Features,Drives, Storage & Blank Media,Hard Drive Pouches,Computers & Accessories,Computer Accessories & Peripherals,Hard Drive Accessories,Electronics,Computers Features,Personal Computer,Accessories,Hard Drive Bags Cases,Computers/Tablets & Networking,Drive Enclosures & Docks,Laptop & Desktop Accessories,Hard Drive Bags & Cases,Carrying Case Or Bag",Electronics,https://m.media-amazon.com/images/I/81kRZpUPL-S._AC_SL1500_.jpg,AmazonBasics,2017-12-10T00:00:00.000Z,Unavailable,Unavailable,5,"https://www.ebay.com/itm/AmazonBasics-External-Hard-Drive-Case/173739298641?hash=item2873ab4f51:g:1VYAAOSw~xtcO6H5,https://www.ebay.com/itm/AmazonBasics-External-Hard-Drive-Case/264061001165","I read the review that says it is NOT like the one pictured, and as far as my order goes, that is a false statement. The case is EXACTLY like the ones Amazon offers, just cheaper and with free shipping. Perfect deal. I can't complain.",Exactly like the Amazon case...,comicbookcuban,35.74788,-95.36969,"('Greenpoint', 'US', 'America/New_York')",92943
"All-New Kindle Oasis E-reader - 7 High-Resolution Display (300 ppi), Waterproof, Built-In Audible, 8 GB, Wi-Fi - Includes Special Offers",B06XD5YCKX,"EBook Readers,Tablets,Electronics,Amazon Ereaders,Kindle E-readers,E-Readers,Featured Brands,E-Readers & Accessories,Amazon Book Reader,Computers & Tablets,Amazon Devices,Amazon,Tablets & E-Readers","Electronics,Media",https://m.media-amazon.com/images/I/61PxOMO+9aL._AC_SL1000_.jpg,Amazon,2018-01-13T00:00:00.000Z,TRUE,0,5,https://reviews.bestbuy.com/3545/5999007/reviews.htm%2525252525253Fformat%2525252525253Dembedded%25252525252526page%2525252525253D4,IMO they have perfected the display. even lighting. no glare. and now it's waterproof??? incredible.,best kindle yet,oioi,41.14676,-73.49484,"('Greenpoint', 'US', 'America/New_York')",69257
Expanding Accordion File Folder Plastic Portable Document Organizer Letter Size,"B0002LCUZK,B010CEC6MI,B01B25NN64","Office,File Jackets & File Pockets,File Folders & Accessories,Files & Supplies,Office Solutions,Office Supplies,Office Product,Business & Industrial,Office & School Supplies,Expanding File Jackets Pockets,Smead,Office Products,File & Folder Accessories,Filing, Storage & Binding,Accessories,Expanding Files,See more File Pocket Expanding Folder Office Organizer ...,Filing Products,Expanding Wallets,Filing & Organizers,Expanding File Jackets & Pockets",Office Supplies,https://m.media-amazon.com/images/I/71bwupzQxPL._AC_SL1500_.jpg,AmazonBasics,2017-08-16T00:00:00.000Z,Unavailable,Unavailable,5,https://www.ebay.com/urw/product-reviews/1774764175?_itm=282421582838,Good product cheap price! Very happy with my purchase..,Satisfied customer,j-stjin-sdm3ip,36.02506,-86.77917,"('Greenpoint', 'US', 'America/New_York')",36628
AmazonBasics Double-Door Folding Metal Dog Crate - Medium (36x23x25 Inches),B00QAVNWSK,"Crate Training,Crates Kennels,Pet Supplies,Dogs,City Sniffers,Custom Stores,Dog Supplies,Top Selection from AmazonPets,Pet Products,Cages & Crates,See more AmazonBasics Double Door Folding Metal Dog Cra...",Animals & Pet Supplies,https://m.media-amazon.com/images/I/61uC2TJiFBL._AC_SL1010_.jpg,AmazonBasics,2017-03-21T00:00:00.000Z,Unavailable,Unavailable,3,https://www.ebay.com/urw/product-reviews/2254346895%253F_itm%253D322741990640,The price of the item was very good compared to other cages however the item itself came tilted so now my dog has a tilted dog crate. The tilt to the gates are noticeable but not very drastic. For the price I'll live with it.,Great price,jeff_dias1,33.44872,-86.78777,"('Greenpoint', 'US', 'America/New_York')",68893
Echo Spot Pair Kit (Black),B073SQYXTW,"Amazon Echo,Networking,Home & Tools,Smart Home Automation,Smart Speakers,Electronics,TVs Entertainment,New Networking,Smart Hub & Kits,Digital Device 3,Speakers & Audio Systems,Consumer Electronics,Wireless Speakers,See more Amazon Echo Spot Smart Assistant - Black,Smart Speakers, Hubs & Accessories,Home Improvement,Amazon Home,Surveillance & Smart Home Electronics,Virtual Assistant Speakers Displays,Home & Outdoors,Amazon,Bluetooth Speakers",Electronics,https://m.media-amazon.com/images/I/61MZfowYoaL._AC_SL1000_.jpg,Amazon,2018-12-07T18:14:33.000Z,TRUE,0,4,https://redsky.target.com/groot-domain-api/v1/reviews/53630202,"ASIDE FROM THE FACT THAT THE SCREEN IS SMALL, IT'S A GREAT LITTLE DEVICE. FOR THOSE THAT PREFER A LARGER SCREEN, THE ECHO SHOW WOULD BE A BETTER CHOICE.",ALEXA ENABLED DEVICE WITH SCREEN.,ECHO VIDEO,40.65995,-111.99633,"('Greenpoint', 'US', 'America/New_York')",31368
AmazonBasics Bluetooth Keyboard for Android Devices - Black,B005OOKNP4,"Electronics Features,Computers & Accessories,Computer Accessories & Peripherals,Keyboards,Electronics,Amazon Device Accessories,Digital Device Accessory,Keyboards, Mice & Accessories,Tablet Accessories,14701001",Electronics,https://m.media-amazon.com/images/I/71n2pw4Ko6L._AC_SL1500_.jpg,AmazonBasics,2012-05-22T00:00:00Z,Unavailable,Unavailable,4,"http://www.amazon.com/AmazonBasics-Bluetooth-Keyboard-Android-Devices/dp/B005OOKNP4,https://www.amazon.com/AmazonBasics-Bluetooth-Keyboard-Android-Devices/dp/B005OOKNP4/","Using this with my Samsung Galaxy Note. Overall works fine, even though I'm on Gingerbread and not 3.0. Slim and lightweight. Pairs instantly. Some specialty keys don't work, but I'm not concerned as its purpose is just to get in text. This keyboard is much faster than the on-screen keyboard for inputting text.However, Amazon does not sell a case for this keyboard. This is a perfect travel keyboard, but carrying it bare in my day bag concerned me. I did a LOT of searching for some kind of generic slip case that would fit. Nothing.Then I stumbled on the Domke protective wrap, which is just a square of padded material with Velcro at the corners. It's designed for wrapping cameras and lenses. The 11 square fit the keyboard perfectly. I took it down to a local tailor shop and for 3 they sewed up the long side of the square when folded over on itself and one of the short sides creating a slip case. The protective wrap has a soft felt-like side and a nylon side. I folded it with the soft side on the inside. Now I have a perfect slip case for the keyboard, and for just about 15 (12 for the wrap from Amazon and 3 for the sewing).","Good keyboard, but where's the case Here's a solution.",LeoB,33.45122,-86.99666,"('Greenpoint', 'US', 'America/New_York')",28707
